,dataset_name,RI,ARI,NMI
0,ACSF1,0.577035175879397,0.08203935141064826,0.2893184237593218
1,Adiac,0.9274056928986506,0.18778313112777176,0.5520710285634535
2,ArrowHead,0.5373392010832769,0.16233217240840653,0.23106159504447488
3,Beef,0.6416666666666666,0.06945862514597667,0.2708422329854938
4,Coffee,0.8071428571428572,0.6143628219642493,0.5910583812976848
